NU_INSCRICAO,NU_NOTA_MT
a2945f1e7fbadac669590b7d9fafb6c900bca3d0,550.5159751650218
328639a0c753715c30a58bae70c82f2101153eb3,517.1779928593012
,467.7396590033245
643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,396.9094188806885
f56746cc2900258507d2b32c126f8db090db856f,578.6163410423499
1a4963b5fea8bb25c67750cdafbe84b01efad177,418.02443211360526
b520c940e62f4ed684417e7eacf00d85752060da,483.8963184665376
2e170cf2651ed448991af6fc5df15167733b2d8f,429.4575536488887
6efdd93a0ae289be6bb5a400bfc1deb077d75886,450.61781970045723
72ac2acc787d8cba0934cca3810ac091d792c8db,529.3605807390825
92a25eee14554806f081869cc9dac868fd1860fb,418.7794593902268
1f12a9b01eb9ef227a5482f498f3354bd485d9a3,434.6552374235283
acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,394.28523103481865
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,588.5106947899219
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,544.5491027314288
,408.5577251406441
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,517.4179897856535
,472.1837902592674
0467e022da4ef897f666bc76f31e1bc8976f7e92,466.2196744683684
993aca0d5eac6741117947c82a3647102096255e,461.8171704890943
,479.5053377351645
36bb672077a46a3e4755cef90437a616d28bdf23,486.562744807917
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,472.1718873754873
328ca19128d276eb4fbc309c54ec7f346c803d2f,445.2321747029621
27cdb62f0a2a5467efeb30aafbf246ed2320c532,423.99015327718655
,514.1810060973584
f9ef2695eb0986666093945894b8f2fee351bf22,508.5413168654254
,439.68932446313465
,397.86084708741436
8a021391cdaac100dab56c59284bd50137a74129,490.5173563914642
,572.6851850656645
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,450.42727767399373
,490.5599228797626
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,425.9630500619072
,481.6220551516399
b9f786712775e0d1d735398d710b01f404c985a3,521.7475968958884
564958997e204bda06fbe90afc4722805c78a855,388.66186920750215
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,462.7594176044125
,386.8991457803558
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,436.9222708384012
8296743fdd105ce9183561cf5b359b0a3781465e,424.73249092827285
,502.5650741710396
6602c7f15a1fdd082265b64976448c6809df792d,429.858919996242
31ae66f0fe024acae4490915c348e487f2367574,441.64275226951565
81901aa980653106e64863d957387d24e2c00af3,496.89687538688815
28e10d1bd0b6effe0edd503446ebda948ad240ad,515.1879088632924
53a7ee52a87f80241e2ca13c923e06b72bf3a059,441.7099931625978
,453.88459115514286
,482.0939200504764
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,535.7549147789221
,441.2879436638329
02681b5c893b94db204713cb4b20dde6fc3f2f95,489.50401219266877
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,591.3170871220742
,434.46495775735366
28c6829e69879bc1d34db1cd51b89562d3cc596b,479.03735461643174
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,482.9207210300613
,462.2829244497835
923538833160e8432636c88e8119378a43b3d766,415.6125727547327
aacb834258765a2959ee63c57d2be4923d11a696,540.5713061031336
c32e484025571dd94255a77f21de08ab8d2aaba8,470.8174803219078
d425deeec0a3c7006f14d732eff8933d5155067f,512.8905861408069
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,433.7661539655661
716a178e9a6f7791b820da77879943ac9040a547,584.7266645364391
430212cd8767ef2bff8cda0f61729203fef7523e,437.1723115965218
e97d33221238e445688a0e984778d4ecac788be2,556.9438843343239
,459.92663892887515
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,433.1758329563806
0411742cbb54fe1b6927b25f0bb52b885828c828,513.729818466475
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,460.4505116940785
,384.30128421688846
e4e7a38b58319ad0a5cde4848622b21783c907e9,518.3517230884456
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,507.7802713482205
aec1b63c3f0c9554e533752d8fe138ca82101d4a,432.92126432026026
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,540.4257153583804
4b48d500ba4410546ce01f7f6d44bcbafa73994f,476.3338472551883
edf33c347c866d26872f540bcc1f6ae415f3294c,464.77305615923603
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,543.0679719865651
3a265ea6ebdc4eb2520db912adf5592f03b3d634,436.42551430316627
,460.35408267116577
,546.466827846265
e418fbb77e6ff4103205f3b7f6a66d53183d809b,455.65182215497714
8ddbfe70cd41135cb6f125335a48d100789edbf7,488.5275405048124
,469.81383514448055
1d3e406d0223d4cb0328850d689ba9fcadf62776,440.30740090354936
,416.8674377328338
ecaf075653faf2dcdf946c0ce50629f5083347c0,485.8130585995196
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,498.71404765455617
,430.39196461847257
5b7877d12550dd35d27a02b66a13f2a27bce11ca,431.2578856386229
18f800ec03e33ebad5fb97aa8465dd3e5961337e,413.75352161465736
,439.32716619793155
,653.6828437835974
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,436.96899913518206
,500.3530709016667
cc8794762ffa592758b5117d67e0d02e2e8b9c49,494.9391663398547
894d277c608610fa8c31db531f64582b9569b2e9,433.4173489339331
b2e029961aa0f20071b74708e0d97e6f200ec582,500.94179386494403
,427.874599363364
64c4892488a9c6281bdabf467a0b5a6382d248e6,384.8339319959581
,446.5432561782341
ac112e94587e6e4249b7182329ee5a5040ae94ea,402.3244910467175
a58cf11e498228f9aaca92b0c49f955a6163fb59,449.4139571031685
e8c84701c041b7f3b39f3125a0449fa633589fbe,434.4426919347918
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,389.13986028291066
,573.3511201563731
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,418.25574864351
e64ad901853230e396be49311ea98121c348fac6,557.6231615830333
8532af19be3729ea233c1f29e4c015820fc7fb3a,549.6735116482407
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,438.97101638815457
26853fd075fe27954772c3070997635b94f32b83,459.35903563378236
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,403.1568342589583
574ec310dee846f9ae8eb278480257d463f6fbcc,439.71027424448295
,439.0540651381287
8a46e35787225c3e7adef2b998ad9c93a952106b,445.6212783972841
b62bf908b504e8c6898777a7f5b88afed358caea,444.7317363620462
10d22971ca4f53fc62d02905809ff1c37fbb68fc,400.27911322210923
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,372.73118994283067
,452.54344016471873
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,573.4594402708776
,497.34093577845186
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,455.78947627460883
,474.91455108431256
d76614020539405f481c0f5ffb9e6f88a0bf21b7,529.9130250822692
,441.47903689796465
,520.3509328492465
,425.5449667393473
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,457.3751044102831
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,446.071163588236
176b027cd932b17fcb6f119cfcef338a175062b8,472.77142969481815
41474f2dda61d97f38ba79906d3dbcce223d1bd1,531.6135367780206
,532.415246924802
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,597.776289691374
,484.27708824807905
,537.696390172804
d4e97da32ccb6987ec074aa48c24ce949c05a78c,541.2950190883118
,705.7621760101312
95c1d266a2524560761df98b376c17604733a6ad,475.60612958846247
c11c4303d2632cde64105a35554ecb77a8564260,493.4376277879909
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,490.79610303123224
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,474.7616757197872
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,585.5183493312212
580c34923cbde328e0aef1641dd02033fc862c04,460.5674919334539
,396.7132006337156
29d8bf198da9caa59047268faca60207da24d1b7,429.71814931170445
1b3f80a1cd9fff0408e96169fcaf006936b34fed,668.4438584974351
b5932043b62e0c58e16e2cc2c9d5489390e5c895,519.6638087476491
99092cc60948943c59d68d62ed81a75a03059113,458.41594129813046
,636.6532248943741
dd69fca6f17420dc911016a79e70583ca7ea330d,566.5451374907229
d387995af060965fb9d18973f3dbf4904f071066,490.7359322251706
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,542.0789626505593
543674772357cf9d8a7a8e7dfb89384af80ec30e,450.15366198469826
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,579.7561135434963
,416.94463435068076
0736d379ea0962e316ce84cce8e883321be36abb,404.1776400653525
98cc842c547c69a0d27776e272fd8b61131b0b37,504.9943593169733
890b7696fa85ca2b3e90b3951efec2135e88d5cf,636.6141549634228
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,423.7635625645707
d84b48f7dc7a6e387e6e985525143589754c5b13,387.5564005467666
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,466.2031087772416
dc4fe9d4124d9278f58f6f999711116a3fe58be7,499.4343541290774
f6624d763619c0898b34dc02adf06f53a1721cd0,485.77329295927933
60b1c12559860e7ad966da4c4db5c78e17278fc0,503.66786502120465
,483.64464033904716
4f365503582b97ea96462d0d36895a5e7f5926df,546.9682870208931
c80869804effb21d50cc8fff3f4c27ba5521240c,421.99220340722314
d0f351638d60e84b890a498d69c9a7961cdcdf36,453.825619167938
48e8ec135997ff3676648d5c144c3c7150a7bbb1,585.8835682098887
45484014aefd10ea3e4b08fb93e66c251709cca6,441.844861346063
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,435.1945424683655
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,404.4880611938341
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,434.88081503726545
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,524.3714780471826
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,600.0291927293626
,429.8044489789365
,485.2390584208808
,627.8233175501811
,434.98486108406865
87f89c855f377c5b100ad2986cc6569e31d94a98,409.8060377683304
,385.2811330473293
,506.00177544646596
eaecf3dd32668664e1dcc2d6c7a69042824806a6,578.7645327837847
,440.82685171367416
c59b370d3aa06b68878c836bceac844953d74972,425.2208535426836
,512.7697954772597
,416.34335885163324
8257941af168c0cc15f28bd596fd922352dae732,484.69811587688145
854ce153823802674f35bbe1ec010b12e9b3a56f,604.1901604025251
27f1db4e266b154f6f7fbef9c225fab472652a7b,448.11865895944084
11b90bed4a05d11169f308370faf81d6e9ca2c4f,410.4073768565964
,457.9654908774456
,388.32872222529795
,499.7716430972701
,452.8772708387688
e001e1d73163c327a4d800697b1b36cd6921f60d,435.1198236838602
b83424ca8973e4b2eebf6eb9e26e842999432d22,463.1992376840013
,430.29748696606964
912d751c54b46c860c5ba61666fc6fc59ca2689d,466.56419896683
,445.503612309563
e114f7b197069bde8e158a0dbeaa022dd0c4e280,603.8699865215425
fa84edf183bd459ea9394d77bdc191683a75ff66,443.89592143630716
76190ff09a736ff83169394b770699b2709c5a27,426.9407403628623
515db15df8581ae72bb8e8358833016adee74e02,521.2330488921056
e2a05053c19e6fba60d0e582e6c7f371728a7106,429.98678864971106
,479.3748818279454
2378556841bc8d5746f2b94d6adefc2db20f9518,513.7729163771793
,467.7586334042545
796d558152d241567f8a72b535a5e36fe78886f3,553.8306957230924
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,537.0453778799684
3c748fc7a94edb7ac1484373751ffa8574a3281d,484.236255120215
,457.7932563188766
,522.243466909522
10a1e8808e744c619376bff659f859cd71e8c41d,471.35858168454484
fc959dafc37dde3f173f083486d84ce5c817443f,463.44034031001905
6979d91c0a1903a336c640e14eed100821a0e24d,454.89412982544616
d4e37c4c1235ce014392f6c8ba0436f195b9e459,494.78775208476264
,590.6762669243351
565a955a60c6073157aa869c0351c626a7171ef3,528.9053395134736
,479.69800313782684
99be797e423b5ae08fe342ea772738f71975df47,473.3494489909261
b579ea83f2d6c15b2c717d16a89827d65f39904b,455.3739947018834
e9373b5c22567bec508f2fa2580e4dc3ff687caa,434.617754568765
a465af361b68bd536dd8bf61d522b9b21755ab60,482.71845999432674
c8feec2a94d996d03534ce935dec7a034667f107,621.5525233405979
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,430.1888975314781
f4f7888cfe88b7a3b0f3d94749921976353ae82c,446.4151602503093
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,470.55560407728206
2e466f15ac7b80870736fac2d0cf4bd7f362e852,519.9590193760536
,419.369527012252
fc83a5c665f70f39b4c7d326118cbf21a898e660,439.7026424807125
,493.11056994229017
ced4913c2220be57c54bc9f87bb4f441d5976671,475.3531495747298
880ade460a231d722e8bb0e4d17f3c8f77663d37,411.46688967026176
7c869f5b89ddf3130c87011b6508ee59e32682c5,438.4175283444555
9027f65d4e576928ca59690c280050c53d66506a,604.8920085231915
09eb415bcb9842d207139c8bddf32427a134d51e,514.0305438181272
f8224c83e27f4921df62876f7ff660b1dab3d974,455.04569178211966
,445.69663893157986
dfec3182aec0997207e0845b072498065ec89aac,655.208472606884
d653549f6d0ba70e2113b2cc56e9a83e331d2462,442.97594035969064
e95674df974af80342f676ca9e3540aecec2b8dc,442.6551774295953
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,431.0255873315067
,428.40916437883556
22d86e8b43a9412df86ec15ac231b9919e3ec905,480.89178462261543
1c61035799f6afe7f44c1fb68567d7a8945c3943,401.4554259723209
d5ed4b8732b0d7127a64f7e71137d321c56cc198,471.9909857794179
63edbbe59337f861a710bee4fe8a691d231f23da,414.3000212715852
,476.0983249269067
,486.0552382744698
21b8ef230efbfca6b5f15b36a3243d76ed390967,451.04248322748066
,403.1981440360677
,537.8654532914778
3de3c134579726fe4606b7a05f82ce19f00adb09,457.76145096216067
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,407.73907748472334
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,490.2555179077715
520c60d32fd2af8be76abd332859b36d8ae45900,457.7709810241015
6cb6e2310b52c2898e500f81bea938446592568b,470.1177322003483
0193b535914e1c5a445bede11a408bf1709cd3cb,444.8643253735679
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,392.44900858537085
,439.85002177316227
,460.56272800866657
9b378e3937af8e97d4753cdf0c8917306354aaaf,412.84260105492933
1c92f54a5fe563622a0e23cf116461a7e147efd8,415.3026765141268
90facc45f7578775e3278aa0bd4fb59dad4d37c1,540.437021824223
,384.1104180186565
c8062c4cc7e023996bd37b87295f5a2957ddb172,524.3297478531731
,431.10286326384295
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,477.7574318191575
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,584.8226654249843
1b61f7e184c7040ae4cea725153965e1f7f75308,434.3418178595942
,533.8642161477305
,457.08188495377345
95a9c65324583892b2d1a0c1c5163488f92d4a6d,619.9159283278344
5b7e7632cf766876026d0da6aa7c6df77bc13438,384.77093678217835
,514.8695639797078
,519.6798782816846
96fd0462597b8cf21b1e918c1947106cd8359e5d,476.22680613491406
5c1cef937c40bf8c30c119160bedde7ef679454e,516.2991241324012
,486.19325580526964
,491.9481481850402
e39fbeab552a4b6492346d821d095c3a0d691555,463.6363985110775
93694c58636eabfe86550e734efb3775ba4d739f,533.6578192493506
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,486.9073484807518
6c05e70130682975c1485a862b6e08b895650671,432.864905893564
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,393.8674841035544
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,445.9172569362818
283df09083d3c7bec2590f22355c7ba32ec88623,534.7105011199044
,414.1435222823085
,470.75232341964664
,443.4811638330953
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,533.6934820569855
23131f453efc29c2af9553d307692c60a3add1ae,401.45485915054394
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,516.0007944958621
,491.6550402696623
,465.81357647496503
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,477.71637293534144
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,549.1009921557023
72882a9cffe151d94be90e02ce3967a91b628099,439.33735730468084
cf62916c9829bd3ad05104151eee856d6de7ca1c,465.26456480401544
6b8f4241357e65c0491cc0ef96396f811574134c,418.51879826694125
,432.8883234739658
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,478.4892712426441
,573.8175452083357
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,526.4198481234173
,421.587517235363
8288badec4740382dbf7c33e4095cd4db0021bf7,615.1945135917432
5e139289eb167622f915eea3d1d6e49d15d1c873,411.7752133760298
fc050b2c8fa3446890fe1418332352177dd34506,521.2868303643347
8f309746992f374b4c2ea88f171233a9469ba649,447.8859474479991
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,478.76637897418317
145b6344526f9df32f4046c8227282477c51d69f,453.64750253166744
a22cd8d6b6ce7424065e477f2973bfd49b1ff2d6,366.2230316992811
b23775f4cd460ba687d77b058f2bc46381a0fbfe,554.8133970230841
87c4839ae2e1f274e88e7b9644fc1e1991d10aa2,531.074491059205
,414.01203360269693
,496.2546674519275
d0c56c5d1e19653aeb2c6fdf16c80ed09270dcaa,494.3595734642477
2bf8abe8000927aeff885fdb26e82579b54bb657,510.5175995314466
,429.5606573283474
dfcd80c91cf897b5a23dc36aeaeabf8137049ae0,601.0529269010299
3ef584654da4e658ecdffb68bc4398c97f850ccf,549.4161458501283
,508.1275501739452
ea90166cae72eec871b4100ed8df997253bea84b,471.1541475786541
0e63d5d397c72b9c9ffa3974b3ccc8c228da98ca,532.6105115234326
39e7d2bf0be98a9698aa1369b7ca5576d392a777,498.4227611559143
01d88812b1d865b9797b9c57ed7538527593eb1d,409.76808323880186
879d82fe92a01214851fbeb62cd533fbc9d4ab87,476.87962263199006
,427.70219027308406
bddbc541b26cbdc46bf0e2df980a3c8078f13cb9,417.414704509578
a185d42f150631e1f22e1d81f965dda9833d0bec,425.408634759146
c5994a51d6c24ee4360aee344cebf55bd01c39e3,494.1751042894675
bbe2574187920d91ca67a657c5a476f92f8ac142,517.5574520325658
8637d558542ccd4a1cd1d3ab336711edad60a966,520.8211560728889
,531.9413280959773
,515.6926019531747
,463.8944305189315
,405.71828079043723
88c22a24bf7c1f218cdd78973beb0e93d5fabbfa,497.28195987863484
,613.728974213532
4d12becc50fceaa6423313e98858cee7d438cc36,466.1417595376358
5c55594ff65d25732d6104cf60588ae877cb6e9c,406.09664825321664
,452.22179586053335
,451.7558999504394
,458.90087946367476
,504.1578626309818
ebd6ed760a482a95ddc04d78254761296ea73608,394.85502505708627
,458.9501123512837
0a5d7cb6bd339bb5ed303bbba82a3c0e10b1a405,447.68649413364744
,577.781937518657
,452.2577608422714
49a9374bc759c6a4d1f8fce5ade5908afe72803c,605.8061220113942
4f735bfdc3f9ff0ca502f569e2511fe07c48f16c,429.5829819222522
0f31c91179f811dc6de3d071914cba2716013473,471.83347010996124
0d5e00d498ff6f08f74dad2a0d8f566f0c82e978,531.6578416771971
,505.972740201055
a945e7b0eedbc6722edf61c6e9115199efa0e79b,564.0253558597587
b52cae71211465e9b76723d1dab3cbb973a76a5e,493.97299342988873
c64825379cc10911781e842c315951b835c0246d,454.51845384614984
,456.7395377663949
3bbcc2404ed1002943c4a80215c47ff1ba31ebbf,475.88960504873745
d077ad9b71684906e32bdfefac01c893ff875c40,428.1884985346746
0e02316fc08deb2a0ccf7b606d3564cf17d6763a,421.3489053491975
,543.6022554415185
,493.08559421780427
44cb1704d691a020beab734f494635e2603af38b,528.8560318314555
c1605ac858a2c5e7a3d674bc0dc56b9bf9fc9b67,610.4342332698427
623b39408740e01c79d585779f119b7bd31aca5e,393.6199228208961
0954f039d7ce9b83b763b6406d3be54af9d386a0,470.3618968247905
feeb6dcbdd5c1d3978768ecfba0f415b01b8cb3b,530.8849947898952
bc764ff3e2905ae18491fcc46b2cf1812bf43771,424.21816889215603
4d0b3bca1ec9337bb27b9d6710702ebb79a90046,624.0850407751016
b62836e36b6a37a18823b0176647b31ed84bd759,432.55006687737597
,460.68235603778714
48b56e1d641022967e5b2791de675d524b685afe,422.0401501699194
6432732876989f4279e03bea20c37a21e0ce488d,396.6480192650502
c322f8d156e174e549a44fdde96be32358ab85a3,544.5392071326152
,564.306544678137
92f7742f9719e14801466a45e33f904e27be2b17,422.79044264946526
8f00986f46ca0c0eb14d9d8e811919bb76d29fed,557.8785096221641
bfa438beba3914291e0978747404004f6ac79179,414.4221543037881
,375.8317305517011
,453.4396551172497
9ee6755fd1b35eb53b9ec0d1afeddae8b1d8f38c,509.90633942416
ae6a72fb90a0c32b27c4aa45ff692c3783de2290,490.7042012579004
b10d3fcde629e4b68758d3dc58911a113837d255,452.3124615089643
2f63a217a4f812d4bb8e3a4a569d43ee7b36a2b2,455.4602958317898
587f219b07191d201677be07e43852b73a5dfeda,468.47244387578144
c669af3c60a62511990ed5f486c525285df59750,442.50789038897443
,411.46356616884333
0dc0351a9da12f74bd5ebc918d60f9580be35182,556.2188395303117
20cf36f1ab557d2f44d1fba0291054ecb26d8a8a,550.7798711982549
d053a386f5497719e02334cc444acc545258bc3e,559.0623957820103
,386.19861685641587
446a666ce7e015158181ce032e318a2ceffad8e1,517.9962051189451
ad896f169fe2e02c8cda5553fc0cb4aa100fee20,532.4299846280887
,494.75687646954924
80069d0ec6aecb2f74d973c5bdc5c53ff2a48413,499.319062817354
,573.5835772681202
dc56167fb0ffcbf92624206591985da23ba078a3,650.9865723520395
,416.9311123605778
10f8e410cadeee997d11e86ed5749c98c184f102,609.0498609679145
9c0cedfb49df5633bdc16bc263e8f574a1e283d2,390.9319661983486
b18c91072332db5e81e51adf0ad4a18c682fe025,409.01875467601394
0d6cc0da68e9b6242b5ce66bbc0ed812fc559874,464.8337473230122
040e479d45f83b7944be895d04b035489e544ab1,395.3649110495102
b505434998285eb78dfdb4341e4a29cc13a2130a,433.91052498639
,452.59085094879276
b16fb245d399e311b54c8f9edbe23b0814c8b6d7,638.2926976798146
,527.7140755373786
1167115298a1ed2c659e1e365224311af48ff8e6,461.5528088279889
,402.915131612839
ce62d6ee9ae7ef876a5642ccf61e1acf7f6aa12c,479.5390657717517
386238d9cc8f497486ec335159e3d3fb59d9d57c,518.8465470097528
abafba1eacd1b34ef2e197683cc1d19e7c47cd9d,511.95874341820127
961f5a44f06750c88181c1809c6d002252b8d4e9,388.749558010415
24605a2eda427ea715d61e72f5e40d6afd31bcfd,451.4644425608406
9810f9ad1fed4a44dd3150d3a93c2321402176f7,426.7502873315707
0b01e142abc07e710ae4f8a315866d95f16d592b,435.09007273775285
ab9b69839b48825032b5f4778eea40e321c1ece5,410.16885089135104
,604.4995343116677
3004e0b4f4b454854f0bb254473aa012e17071fd,549.2097555181055
84083dec8994b0da91c7be5bd5cf540a92d367f9,614.9261885300904
,499.44149192260363
c7edc5daf30c7d84bb0b858deb7b6f0cc58fcad7,492.6666880879299
